연도,기업명,ticker,MSCI,S&P,Sustainalytics,ISS,ESG기준원,평균 점수
2019,LG에너지솔루션,373220,4.2399,4.2032,3.3277,5.1759,5.9663,4.5826
2019,삼성바이오로직스,207940,1.7272,6.2225,2.068,3.4707,4.9519,3.68806
2019,현대차,5380,1.9962,6.695,3.6299,4.8985,3.1166,4.06724
2019,기아,270,0.9082,5.5153,3.604,4.9277,3.3537,3.6617800000000003
2019,셀트리온,68270,5.0503,5.0705,4.3304,3.3683,6.6863,4.90116
2019,포스코 홀딩스,5490,4.4939,5.4231,2.8384,2.9597,4.6568,4.07438
2019,LG화학,51910,4.1401,5.9358,3.203,7.5918,6.6283,5.530815166169062
2019,NAVER,35420,4.3217,3.2701,1.7064,5.2464,6.5747,4.22386
2019,삼성물산,28260,2.8587,6.1018,4.4809,3.5349,5.8624,4.56774
2019,KB금융,105560,5.708,7.6729,2.3539,3.2625,5.65,4.929460000000001
2019,카카오,35720,2.7357,5.2548,2.8434,5.427,4.7616,4.2045
2019,삼성생명,32830,1.7494,5.3214,2.3469,2.044452114447915,4.5229,3.1970104228895826
2019,하나금융지주,86790,4.4337,7.0725,3.6554,2.5943285424881153,2.911061958706935,4.13339810023901
2019,LG전자,66570,5.1876,6.6906,4.7672,1.9951,3.36536674350002,4.401173348700004
2019,카카오뱅크,323410,3.1445,2.268,2.7821,4.9768,3.9023,3.4147399999999997
2019,삼성에스디에스,18260,2.7592,2.0702,1.8818,4.0449,1.7538473550178344,2.501989471003567
2019,크래프톤,259960,3.8449,1.5347,3.5965,4.2298,6.7908,3.99934
2019,SK텔레콤,17670,4.7912,7.7049,5.3009,3.77,4.7447,5.26234
2019,sk이노베이션,96770,4.16,5.117,3.1534,0.8547,5.1581,3.6886400000000004
2019,우리금융지주,316140,4.2075,5.5222,5.4971,3.278,6.0585,4.91266
2019,한화에어로스페이스,12450,4.0303,3.3697,2.0326,3.7333,4.4785,3.52888
2019,하이브,352820,4.448,0.8746,7.6663,4.0323,4.9544,4.39512
2019,고려아연,10130,4.2164,4.81,4.3331,4.5096,4.534574672770196,4.480734934554039
2019,S-Oil,10950,4.2123,5.1412,2.5936,6.089,5.5579,4.7188
2019,대한항공,3490,2.201,3.4213,2.503,4.3399,4.8212,3.45728
2019,삼성중공업,10140,0.9017,4.8915,3.401,4.8135,2.6248,3.3265000000000002
2019,SK바이오팜,326030,2.9491,4.4937,3.832,3.2137,3.18403875332481,3.534507750664962
2019,아모레퍼시픽,90430,4.7712,5.1375,1.6711,3.1257,4.6457,3.87024
2019,한국타이어앤테크놀로지,161390,4.456,6.2357,3.1469,4.1068,3.139328431672457,4.216945686334491
2019,LG생활건강,51900,4.6414,7.247,2.1793,5.2119,4.22283266366766,4.700486532733533
2019,카카오페이,377300,2.5306,5.2464,1.8616,3.7441675455960897,5.0545,3.687453509119218
2019,CJ제일제당,97950,4.1115,3.9417,1.3116,4.3718,2.214875604243685,3.190295120848737
2019,엔씨소프트,36570,3.7926,5.318,2.6195,2.810113816472546,2.6638330418295064,3.4408093716604107
2019,금호석유,11780,1.8241,3.0681,2.6323,1.5849464421577417,1.6157696567501247,2.145043219781573
2019,효성,4800,3.5551,2.928,2.4155,1.6901725395080172,1.6829348028636197,2.4543414684743277
